,cage,site,depth,station,week,survivors,av_length,SD,biom,min.do,max.do,mean.do,sd.do,min.temp,max.temp,mean.temp,sd.T,do.dur,temp.dur,mean.sal,sd.sal,ssat,index,fishID,Survival1,Fish,fishlength,n,death.week,event,event2,start,end
266,CPS1,CP,shallow,CPS,6,6,56.16666667,2.544056254,2242.13121,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS1_6_X2,CPS1_X2,0.666666667,X2,53,12,12,3,0,5,6
267,CPS1,CP,shallow,CPS,7,6,58.66666667,6.073622386,2726.828067,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS1_7_X2,CPS1_X2,0.666666667,X2,54,12,12,3,0,6,7
268,CPS1,CP,shallow,CPS,8,6,59.66666667,6.798692685,2922.645405,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS1_8_X2,CPS1_X2,0.666666667,X2,55,12,12,3,0,7,8
269,CPS1,CP,shallow,CPS,9,6,60.83333333,6.30916441,3102.892603,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS1_9_X2,CPS1_X2,0.666666667,X2,55,12,12,3,0,8,9
270,CPS1,CP,shallow,CPS,10,6,63.33333333,3.681787006,3464.841744,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS1_10_X2,CPS1_X2,0.666666667,X2,61,12,12,3,0,9,10
271,CPS1,CP,shallow,CPS,11,3,60.33333333,3.299831646,1453.551855,6.521001,10.168431,8.259972042,0.918048861,22.083048,25.111362,23.68967381,0.968851649,0,0,28.40234253,0.124381934,1755,CPS1_11_X2,CPS1_X2,0.333333333,X2,61,12,12,3,0,10,11
272,CPS1,CP,shallow,CPS,2,7,48,5.682051943,1574.838485,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS1_2_X3,CPS1_X3,0.777777778,X3,46,12,12,3,0,1,2
273,CPS1,CP,shallow,CPS,3,6,52.16666667,5.785518319,1805.060424,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS1_3_X3,CPS1_X3,0.666666667,X3,49,12,12,3,0,2,3
274,CPS1,CP,shallow,CPS,4,6,55.66666667,5.587684871,2250.681648,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS1_4_X3,CPS1_X3,0.666666667,X3,55,12,12,3,0,3,4
275,CPS1,CP,shallow,CPS,5,6,53.33333333,4.714045208,1916.433386,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS1_5_X3,CPS1_X3,0.666666667,X3,51,12,12,3,0,4,5
276,CPS1,CP,shallow,CPS,6,6,56.16666667,2.544056254,2242.13121,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS1_6_X3,CPS1_X3,0.666666667,X3,56,12,12,3,0,5,6
277,CPS1,CP,shallow,CPS,7,6,58.66666667,6.073622386,2726.828067,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS1_7_X3,CPS1_X3,0.666666667,X3,56,12,12,3,0,6,7
278,CPS1,CP,shallow,CPS,8,6,59.66666667,6.798692685,2922.645405,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS1_8_X3,CPS1_X3,0.666666667,X3,56,12,12,3,0,7,8
279,CPS1,CP,shallow,CPS,9,6,60.83333333,6.30916441,3102.892603,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS1_9_X3,CPS1_X3,0.666666667,X3,56,12,12,3,0,8,9
280,CPS1,CP,shallow,CPS,10,6,63.33333333,3.681787006,3464.841744,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS1_10_X3,CPS1_X3,0.666666667,X3,61,12,12,3,0,9,10
281,CPS1,CP,shallow,CPS,11,3,60.33333333,3.299831646,1453.551855,6.521001,10.168431,8.259972042,0.918048861,22.083048,25.111362,23.68967381,0.968851649,0,0,28.40234253,0.124381934,1755,CPS1_11_X3,CPS1_X3,0.333333333,X3,64,12,12,3,0,10,11
282,CPS1,CP,shallow,CPS,2,7,48,5.682051943,1574.838485,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS1_2_X4,CPS1_X4,0.777777778,X4,47,11,10,3,0,1,2
283,CPS1,CP,shallow,CPS,3,6,52.16666667,5.785518319,1805.060424,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS1_3_X4,CPS1_X4,0.666666667,X4,54,11,10,3,0,2,3
284,CPS1,CP,shallow,CPS,4,6,55.66666667,5.587684871,2250.681648,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS1_4_X4,CPS1_X4,0.666666667,X4,57,11,10,3,0,3,4
285,CPS1,CP,shallow,CPS,5,6,53.33333333,4.714045208,1916.433386,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS1_5_X4,CPS1_X4,0.666666667,X4,52,11,10,3,0,4,5
286,CPS1,CP,shallow,CPS,6,6,56.16666667,2.544056254,2242.13121,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS1_6_X4,CPS1_X4,0.666666667,X4,57,11,10,3,0,5,6
287,CPS1,CP,shallow,CPS,7,6,58.66666667,6.073622386,2726.828067,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS1_7_X4,CPS1_X4,0.666666667,X4,56,11,10,3,0,6,7
288,CPS1,CP,shallow,CPS,8,6,59.66666667,6.798692685,2922.645405,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS1_8_X4,CPS1_X4,0.666666667,X4,61,11,10,3,0,7,8
289,CPS1,CP,shallow,CPS,9,6,60.83333333,6.30916441,3102.892603,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS1_9_X4,CPS1_X4,0.666666667,X4,63,11,10,3,0,8,9
290,CPS1,CP,shallow,CPS,10,6,63.33333333,3.681787006,3464.841744,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS1_10_X4,CPS1_X4,0.666666667,X4,63,11,10,1,1,9,10
291,CPS1,CP,shallow,CPS,2,7,48,5.682051943,1574.838485,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS1_2_X5,CPS1_X5,0.777777778,X5,50,11,10,3,0,1,2
292,CPS1,CP,shallow,CPS,3,6,52.16666667,5.785518319,1805.060424,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS1_3_X5,CPS1_X5,0.666666667,X5,56,11,10,3,0,2,3
293,CPS1,CP,shallow,CPS,4,6,55.66666667,5.587684871,2250.681648,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS1_4_X5,CPS1_X5,0.666666667,X5,57,11,10,3,0,3,4
294,CPS1,CP,shallow,CPS,5,6,53.33333333,4.714045208,1916.433386,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS1_5_X5,CPS1_X5,0.666666667,X5,55,11,10,3,0,4,5
295,CPS1,CP,shallow,CPS,6,6,56.16666667,2.544056254,2242.13121,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS1_6_X5,CPS1_X5,0.666666667,X5,58,11,10,3,0,5,6
296,CPS1,CP,shallow,CPS,7,6,58.66666667,6.073622386,2726.828067,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS1_7_X5,CPS1_X5,0.666666667,X5,66,11,10,3,0,6,7
297,CPS1,CP,shallow,CPS,8,6,59.66666667,6.798692685,2922.645405,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS1_8_X5,CPS1_X5,0.666666667,X5,66,11,10,3,0,7,8
298,CPS1,CP,shallow,CPS,9,6,60.83333333,6.30916441,3102.892603,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS1_9_X5,CPS1_X5,0.666666667,X5,66,11,10,3,0,8,9
299,CPS1,CP,shallow,CPS,10,6,63.33333333,3.681787006,3464.841744,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS1_10_X5,CPS1_X5,0.666666667,X5,66,11,10,1,1,9,10
300,CPS1,CP,shallow,CPS,2,7,48,5.682051943,1574.838485,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS1_2_X6,CPS1_X6,0.777777778,X6,54,11,10,3,0,1,2
301,CPS1,CP,shallow,CPS,3,6,52.16666667,5.785518319,1805.060424,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS1_3_X6,CPS1_X6,0.666666667,X6,62,11,10,3,0,2,3
302,CPS1,CP,shallow,CPS,4,6,55.66666667,5.587684871,2250.681648,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS1_4_X6,CPS1_X6,0.666666667,X6,65,11,10,3,0,3,4
303,CPS1,CP,shallow,CPS,5,6,53.33333333,4.714045208,1916.433386,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS1_5_X6,CPS1_X6,0.666666667,X6,63,11,10,3,0,4,5
304,CPS1,CP,shallow,CPS,6,6,56.16666667,2.544056254,2242.13121,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS1_6_X6,CPS1_X6,0.666666667,X6,60,11,10,3,0,5,6
305,CPS1,CP,shallow,CPS,7,6,58.66666667,6.073622386,2726.828067,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS1_7_X6,CPS1_X6,0.666666667,X6,68,11,10,3,0,6,7
306,CPS1,CP,shallow,CPS,8,6,59.66666667,6.798692685,2922.645405,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS1_8_X6,CPS1_X6,0.666666667,X6,70,11,10,3,0,7,8
307,CPS1,CP,shallow,CPS,9,6,60.83333333,6.30916441,3102.892603,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS1_9_X6,CPS1_X6,0.666666667,X6,71,11,10,3,0,8,9
308,CPS1,CP,shallow,CPS,10,6,63.33333333,3.681787006,3464.841744,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS1_10_X6,CPS1_X6,0.666666667,X6,70,11,10,1,1,9,10
309,CPS1,CP,shallow,CPS,2,7,48,5.682051943,1574.838485,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS1_2_X7,CPS1_X7,0.777777778,X7,57,3,2,1,1,1,2
310,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X1,CPS2_X1,0.8,X1,40,12,12,3,0,1,2
311,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X1,CPS2_X1,0.7,X1,46,12,12,3,0,2,3
312,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X1,CPS2_X1,0.7,X1,43,12,12,3,0,3,4
313,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X1,CPS2_X1,0.7,X1,46,12,12,3,0,4,5
314,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X1,CPS2_X1,0.7,X1,52,12,12,3,0,5,6
315,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X1,CPS2_X1,0.7,X1,45,12,12,3,0,6,7
316,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X1,CPS2_X1,0.7,X1,52,12,12,3,0,7,8
317,CPS2,CP,shallow,CPS,9,4,60.75,1.299038106,1963.702988,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS2_9_X1,CPS2_X1,0.4,X1,59,12,12,3,0,8,9
318,CPS2,CP,shallow,CPS,10,4,64.25,2.046338193,2404.606476,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS2_10_X1,CPS2_X1,0.4,X1,61,12,12,3,0,9,10
319,CPS2,CP,shallow,CPS,11,3,63.66666667,2.054804668,1745.933106,6.521001,10.168431,8.259972042,0.918048861,22.083048,25.111362,23.68967381,0.968851649,0,0,28.40234253,0.124381934,1755,CPS2_11_X1,CPS2_X1,0.3,X1,61,12,12,3,0,10,11
320,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X2,CPS2_X2,0.8,X2,42,12,12,3,0,1,2
321,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X2,CPS2_X2,0.7,X2,47,12,12,3,0,2,3
322,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X2,CPS2_X2,0.7,X2,48,12,12,3,0,3,4
323,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X2,CPS2_X2,0.7,X2,49,12,12,3,0,4,5
324,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X2,CPS2_X2,0.7,X2,53,12,12,3,0,5,6
325,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X2,CPS2_X2,0.7,X2,53,12,12,3,0,6,7
326,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X2,CPS2_X2,0.7,X2,53,12,12,3,0,7,8
327,CPS2,CP,shallow,CPS,9,4,60.75,1.299038106,1963.702988,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS2_9_X2,CPS2_X2,0.4,X2,60,12,12,3,0,8,9
328,CPS2,CP,shallow,CPS,10,4,64.25,2.046338193,2404.606476,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS2_10_X2,CPS2_X2,0.4,X2,64,12,12,3,0,9,10
329,CPS2,CP,shallow,CPS,11,3,63.66666667,2.054804668,1745.933106,6.521001,10.168431,8.259972042,0.918048861,22.083048,25.111362,23.68967381,0.968851649,0,0,28.40234253,0.124381934,1755,CPS2_11_X2,CPS2_X2,0.3,X2,64,12,12,3,0,10,11
330,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X3,CPS2_X3,0.8,X3,44,12,12,3,0,1,2
331,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X3,CPS2_X3,0.7,X3,47,12,12,3,0,2,3
332,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X3,CPS2_X3,0.7,X3,49,12,12,3,0,3,4
333,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X3,CPS2_X3,0.7,X3,50,12,12,3,0,4,5
334,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X3,CPS2_X3,0.7,X3,54,12,12,3,0,5,6
335,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X3,CPS2_X3,0.7,X3,55,12,12,3,0,6,7
336,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X3,CPS2_X3,0.7,X3,54,12,12,3,0,7,8
337,CPS2,CP,shallow,CPS,9,4,60.75,1.299038106,1963.702988,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS2_9_X3,CPS2_X3,0.4,X3,62,12,12,3,0,8,9
338,CPS2,CP,shallow,CPS,10,4,64.25,2.046338193,2404.606476,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS2_10_X3,CPS2_X3,0.4,X3,66,12,12,3,0,9,10
339,CPS2,CP,shallow,CPS,11,3,63.66666667,2.054804668,1745.933106,6.521001,10.168431,8.259972042,0.918048861,22.083048,25.111362,23.68967381,0.968851649,0,0,28.40234253,0.124381934,1755,CPS2_11_X3,CPS2_X3,0.3,X3,66,12,12,3,0,10,11
340,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X4,CPS2_X4,0.8,X4,44,11,10,3,0,1,2
341,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X4,CPS2_X4,0.7,X4,47,11,10,3,0,2,3
342,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X4,CPS2_X4,0.7,X4,50,11,10,3,0,3,4
343,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X4,CPS2_X4,0.7,X4,50,11,10,3,0,4,5
344,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X4,CPS2_X4,0.7,X4,55,11,10,3,0,5,6
345,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X4,CPS2_X4,0.7,X4,56,11,10,3,0,6,7
346,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X4,CPS2_X4,0.7,X4,55,11,10,3,0,7,8
347,CPS2,CP,shallow,CPS,9,4,60.75,1.299038106,1963.702988,4.94,15.96,9.213652872,2.351515825,22.9,27.29,24.89642857,0.848144665,0,165,28.17337773,0.308487251,5910,CPS2_9_X4,CPS2_X4,0.4,X4,62,11,10,3,0,8,9
348,CPS2,CP,shallow,CPS,10,4,64.25,2.046338193,2404.606476,5.85906,10.803354,8.14265951,0.842716794,22.014996,28.03,25.81275566,1.322265216,0,1920,28.63572768,0.307744326,6990,CPS2_10_X4,CPS2_X4,0.4,X4,66,11,10,1,1,9,10
349,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X5,CPS2_X5,0.8,X5,45,9,8,3,0,1,2
350,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X5,CPS2_X5,0.7,X5,50,9,8,3,0,2,3
351,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X5,CPS2_X5,0.7,X5,55,9,8,3,0,3,4
352,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X5,CPS2_X5,0.7,X5,51,9,8,3,0,4,5
353,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X5,CPS2_X5,0.7,X5,57,9,8,3,0,5,6
354,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X5,CPS2_X5,0.7,X5,58,9,8,3,0,6,7
355,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X5,CPS2_X5,0.7,X5,58,9,8,1,1,7,8
356,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X6,CPS2_X6,0.8,X6,46,9,8,3,0,1,2
357,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X6,CPS2_X6,0.7,X6,53,9,8,3,0,2,3
358,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X6,CPS2_X6,0.7,X6,55,9,8,3,0,3,4
359,CPS2,CP,shallow,CPS,5,7,51.28571429,3.843892585,1922.82813,4.2,15.94,8.832321547,1.76382245,18.3,26.17,21.97420139,1.698650561,0,0,28.97591317,0.444085427,6690,CPS2_5_X6,CPS2_X6,0.7,X6,54,9,8,3,0,4,5
360,CPS2,CP,shallow,CPS,6,7,55.71428571,2.913725436,2549.687418,2.54,15.31,8.2745,2.74156565,21.14,27.51,23.59635417,1.214265175,0,120,28.97605679,0.440331186,3585,CPS2_6_X6,CPS2_X6,0.7,X6,58,9,8,3,0,5,6
361,CPS2,CP,shallow,CPS,7,7,55.85714286,5.667666979,2658.651106,4.86,14.9,9.207591146,1.752913627,19.32,26.01,22.40945313,1.414878736,0,0,29.44472267,0.437488838,6855,CPS2_7_X6,CPS2_X6,0.7,X6,59,9,8,3,0,6,7
362,CPS2,CP,shallow,CPS,8,7,55.85714286,2.899683304,2572.332298,6.46,12.5,8.742864583,1.212383333,21.99,26.45,24.55578125,0.910117669,0,0,28.70277761,0.38711114,5550,CPS2_8_X6,CPS2_X6,0.7,X6,59,9,8,1,1,7,8
363,CPS2,CP,shallow,CPS,2,8,44.625,2.642796814,1323.295491,6.4,15.27,10.12221758,1.667092701,14.35,23.73,19.34135731,2.105790124,0,0,30.13545512,0.653786152,9555,CPS2_2_X7,CPS2_X7,0.8,X7,47,9,8,3,0,1,2
364,CPS2,CP,shallow,CPS,3,7,49.28571429,3.238795443,1657.928916,3.71,14.78,9.613259452,1.81698767,18.76,24.23,21.84847458,1.2119371,0,0,29.01779696,0.551631557,8025,CPS2_3_X7,CPS2_X7,0.7,X7,55,9,8,3,0,2,3
365,CPS2,CP,shallow,CPS,4,7,50.85714286,4.389226142,1878.765296,1.35,12.77,7.340573913,2.37949886,17.33,23.38,19.84888696,1.337436369,45,0,30.178871,0.384820757,2475,CPS2_4_X7,CPS2_X7,0.7,X7,56,9,8,3,0,3,4
